OID_,ZCTA5CE20,AFFGEOID20,GEOID20,NAME20,LSAD20,ALAND20,AWATER20,ORIG_FID,Latitude,Longitude
679,22937,860Z200US22937,22937,22937,Z5,129610208.000000000000000,421995.000000000000000,679,37.812973547091588,-78.608909818433347
680,24270,860Z200US24270,24270,24270,Z5,49951932.000000000000000,836486.000000000000000,680,36.728462967691883,-82.246946880893802
681,22943,860Z200US22943,22943,22943,Z5,29790250.000000000000000,98644.000000000000000,681,38.045086849478594,-78.783705231311330
682,22947,860Z200US22947,22947,22947,Z5,125110957.000000000000000,833730.000000000000000,682,38.043267688253252,-78.326238697258020
683,22948,860Z200US22948,22948,22948,Z5,17834246.000000000000000,243022.000000000000000,683,38.351533446511382,-78.122641403178193
684,22949,860Z200US22949,22949,22949,Z5,104500238.000000000000000,33191.000000000000000,684,37.788000584359509,-78.882577283414832
685,22952,860Z200US22952,22952,22952,Z5,119390417.000000000000000,579111.000000000000000,685,37.958353349927222,-78.971377492477245
686,23113,860Z200US23113,23113,23113,Z5,94445862.000000000000000,881380.000000000000000,686,37.539346905035700,-77.680927072126622
687,22958,860Z200US22958,22958,22958,Z5,74448518.000000000000000,154396.000000000000000,687,37.898302345177115,-78.896109988385206
688,23109,860Z200US23109,23109,23109,Z5,52550332.000000000000000,4227471.000000000000000,688,37.432609589161245,-76.324462744360119
689,23110,860Z200US23110,23110,23110,Z5,54402268.000000000000000,5976581.000000000000000,689,37.583382374497035,-76.765779712663573
690,24271,860Z200US24271,24271,24271,Z5,165676912.000000000000000,807102.000000000000000,690,36.747118675986144,-82.417141229084393
691,24258,860Z200US24258,24258,24258,Z5,102172192.000000000000000,1447040.000000000000000,691,36.651704097166430,-82.411995394671692
692,24243,860Z200US24243,24243,24243,Z5,59504662.000000000000000,467291.000000000000000,692,36.781742688973964,-82.920824028306242
693,22303,860Z200US22303,22303,22303,Z5,4978584.000000000000000,124889.000000000000000,693,38.794021808759510,-77.081754365971165
694,22204,860Z200US22204,22204,22204,Z5,10666980.000000000000000,0.000000000000000,694,38.860757683820111,-77.098935916359437
695,22060,860Z200US22060,22060,22060,Z5,34014005.000000000000000,4219749.000000000000000,695,38.705247361676470,-77.156349816590705
696,22205,860Z200US22205,22205,22205,Z5,7065633.000000000000000,0.000000000000000,696,38.883374238430406,-77.139477673455815
697,22032,860Z200US22032,22032,22032,Z5,18712307.000000000000000,237435.000000000000000,697,38.820118166820009,-77.290323530506498
698,22003,860Z200US22003,22003,22003,Z5,32721594.000000000000000,136799.000000000000000,698,38.830794073687628,-77.214019832049587
699,22314,860Z200US22314,22314,22314,Z5,9586886.000000000000000,688091.000000000000000,699,38.807316292313089,-77.056301341533640
700,22315,860Z200US22315,22315,22315,Z5,14263051.000000000000000,273076.000000000000000,700,38.757353768061989,-77.148047228696612
701,22401,860Z200US22401,22401,22401,Z5,26845645.000000000000000,178344.000000000000000,701,38.299276307455671,-77.487045158607145
702,22307,860Z200US22307,22307,22307,Z5,8065382.000000000000000,2792433.000000000000000,702,38.770800186679310,-77.056942937666406
703,22308,860Z200US22308,22308,22308,Z5,11486644.000000000000000,522595.000000000000000,703,38.729560107812802,-77.058747825751539
704,22503,860Z200US22503,22503,22503,Z5,224671543.000000000000000,71154465.000000000000000,704,37.762397144712509,-76.504326658048797
705,22508,860Z200US22508,22508,22508,Z5,149062765.000000000000000,2784753.000000000000000,705,38.317316696908108,-77.791296825288214
706,22534,860Z200US22534,22534,22534,Z5,85878746.000000000000000,293585.000000000000000,706,38.084726687286832,-77.670624496323398
707,22539,860Z200US22539,22539,22539,Z5,43802589.000000000000000,13554975.000000000000000,707,37.858668030105548,-76.287327889870198
708,22542,860Z200US22542,22542,22542,Z5,44173433.000000000000000,59005.000000000000000,708,38.293488007265751,-77.888371340365040
709,22405,860Z200US22405,22405,22405,Z5,138084010.000000000000000,5040607.000000000000000,709,38.315684470561905,-77.403765955934091
710,22548,860Z200US22548,22548,22548,Z5,2574021.000000000000000,5089653.000000000000000,710,37.829291230306069,-76.692558126656195
711,22454,860Z200US22454,22454,22454,Z5,116214540.000000000000000,16847058.000000000000000,711,37.835985877146584,-76.850320894393747
712,20121,860Z200US20121,20121,20121,Z5,22430496.000000000000000,1348441.000000000000000,712,38.817510425166063,-77.460130385109153
713,22469,860Z200US22469,22469,22469,Z5,78948612.000000000000000,7726714.000000000000000,713,38.066686123365969,-76.647480765624778
714,20129,860Z200US20129,20129,20129,Z5,11093134.000000000000000,33540.000000000000000,714,39.166751025239648,-77.594014716306049
715,20130,860Z200US20130,20130,20130,Z5,28627374.000000000000000,53245.000000000000000,715,39.027562473729233,-77.942430183905799
716,22066,860Z200US22066,22066,22066,Z5,66259750.000000000000000,535564.000000000000000,716,39.010312101822080,-77.302574397590320
717,20124,860Z200US20124,20124,20124,Z5,56176956.000000000000000,1649945.000000000000000,717,38.780593670661403,-77.390853942355534
718,22436,860Z200US22436,22436,22436,Z5,75594017.000000000000000,330609.000000000000000,718,38.046965398334521,-77.074684238686643
719,22437,860Z200US22437,22437,22437,Z5,96481814.000000000000000,264495.000000000000000,719,37.776398749902455,-76.815595600656422
720,22554,860Z200US22554,22554,22554,Z5,166066787.000000000000000,15048881.000000000000000,720,38.422856417090031,-77.383503850722093
721,20109,860Z200US20109,20109,20109,Z5,61711986.000000000000000,550718.000000000000000,721,38.794725092089379,-77.531042747724598
722,22556,860Z200US22556,22556,22556,Z5,120045950.000000000000000,1008636.000000000000000,722,38.486246804246662,-77.512991409925576
723,22567,860Z200US22567,22567,22567,Z5,117191171.000000000000000,136584.000000000000000,723,38.233951536134555,-77.924005887361773
724,22578,860Z200US22578,22578,22578,Z5,48455122.000000000000000,53111222.000000000000000,724,37.650624351132933,-76.362676376113825
725,22193,860Z200US22193,22193,22193,Z5,47349675.000000000000000,88052.000000000000000,725,38.642325389105451,-77.348808954069909
726,20151,860Z200US20151,20151,20151,Z5,41072179.000000000000000,341695.000000000000000,726,38.895811213017112,-77.444527308588363
727,22203,860Z200US22203,22203,22203,Z5,4065380.000000000000000,0.000000000000000,727,38.873767196498989,-77.116307165243427
728,22180,860Z200US22180,22180,22180,Z5,15260321.000000000000000,18331.000000000000000,728,38.896189425601563,-77.254252657634026
729,20158,860Z200US20158,20158,20158,Z5,34318206.000000000000000,192834.000000000000000,729,39.141276005183556,-77.655104059404778
730,20164,860Z200US20164,20164,20164,Z5,19700767.000000000000000,130844.000000000000000,730,39.012435789680012,-77.395857806192737
731,22172,860Z200US22172,22172,22172,Z5,53350639.000000000000000,493301.000000000000000,731,38.574157501067873,-77.389463632740444
732,22079,860Z200US22079,22079,22079,Z5,73616464.000000000000000,17156227.000000000000000,732,38.679992946217567,-77.205495903013457
733,22102,860Z200US22102,22102,22102,Z5,31875619.000000000000000,267439.000000000000000,733,38.951982097296025,-77.229003736133450
734,22124,860Z200US22124,22124,22124,Z5,26746700.000000000000000,218045.000000000000000,734,38.890896013340409,-77.330253425754961
735,22181,860Z200US22181,22181,22181,Z5,14456067.000000000000000,62982.000000000000000,735,38.905306473714859,-77.294660208002142
736,22150,860Z200US22150,22150,22150,Z5,19744100.000000000000000,123965.000000000000000,736,38.771986555235401,-77.186043204730083
737,22182,860Z200US22182,22182,22182,Z5,32356841.000000000000000,146468.000000000000000,737,38.936102663607073,-77.273611076390011
738,22152,860Z200US22152,22152,22152,Z5,15615799.000000000000000,122884.000000000000000,738,38.775640381098754,-77.231490515374958
739,20186,860Z200US20186,20186,20186,Z5,151991295.000000000000000,908941.000000000000000,739,38.690485463333516,-77.843006061380606
740,20190,860Z200US20190,20190,20190,Z5,11300650.000000000000000,259431.000000000000000,740,38.959682682609753,-77.338073858321877
741,20194,860Z200US20194,20194,20194,Z5,8074424.000000000000000,138394.000000000000000,741,38.979968763747479,-77.343533003045593
742,20197,860Z200US20197,20197,20197,Z5,38036418.000000000000000,322206.000000000000000,742,39.193788656021695,-77.622515919074374
743,20198,860Z200US20198,20198,20198,Z5,180169350.000000000000000,776845.000000000000000,743,38.875237111403635,-77.761285344243220
744,20180,860Z200US20180,20180,20180,Z5,111462333.000000000000000,657066.000000000000000,744,39.267751190764898,-77.638043636004966
745,20169,860Z200US20169,20169,20169,Z5,96932441.000000000000000,589601.000000000000000,745,38.871704481776476,-77.646278372748668
746,20171,860Z200US20171,20171,20171,Z5,30088777.000000000000000,198578.000000000000000,746,38.924583124311766,-77.398244281348468
747,23422,860Z200US23422,23422,23422,Z5,9124491.000000000000000,26162.000000000000000,747,37.636466418590373,-75.823966031806890
748,24316,860Z200US24316,24316,24316,Z5,13192177.000000000000000,37377.000000000000000,748,36.952773421955897,-81.671450040786738
749,22711,860Z200US22711,22711,22711,Z5,5929598.000000000000000,3385.000000000000000,749,38.462414539799227,-78.276350678241158
750,22015,860Z200US22015,22015,22015,Z5,21980248.000000000000000,209479.000000000000000,750,38.787840323172418,-77.281362379869904
751,22206,860Z200US22206,22206,22206,Z5,5338209.000000000000000,8217.000000000000000,751,38.844195465048699,-77.088604335621540
752,22033,860Z200US22033,22033,22033,Z5,20255445.000000000000000,227735.000000000000000,752,38.875629219412986,-77.384185044903859
753,23523,860Z200US23523,23523,23523,Z5,5414631.000000000000000,2140660.000000000000000,753,36.832541145657387,-76.271989200541157
754,24236,860Z200US24236,24236,24236,Z5,155145582.000000000000000,687960.000000000000000,754,36.644078702370280,-81.736892331016236
755,20191,860Z200US20191,20191,20191,Z5,20088990.000000000000000,441197.000000000000000,755,38.934380517646844,-77.351842343948988
756,23442,860Z200US23442,23442,23442,Z5,45401560.000000000000000,314851.000000000000000,756,37.901268899240335,-75.568735184081447
757,22482,860Z200US22482,22482,22482,Z5,78724460.000000000000000,20146345.000000000000000,757,37.737232113771086,-76.352458850095843
758,24469,860Z200US24469,24469,24469,Z5,326263.000000000000000,2168.000000000000000,758,38.200987998996993,-78.908246272847180
759,24375,860Z200US24375,24375,24375,Z5,162885630.000000000000000,142276.000000000000000,759,36.771275737785118,-81.390264370304408
760,23322,860Z200US23322,23322,23322,Z5,486331791.000000000000000,17746068.000000000000000,760,36.627011976521544,-76.269326481531834
761,23141,860Z200US23141,23141,23141,Z5,91096682.000000000000000,784307.000000000000000,761,37.530423224652168,-77.157912608979700
762,22201,860Z200US22201,22201,22201,Z5,5943660.000000000000000,0.000000000000000,762,38.886909199999650,-77.094987969918861
763,24442,860Z200US24442,24442,24442,Z5,107574357.000000000000000,4757.000000000000000,763,38.359710923420437,-79.390284646818941
764,24527,860Z200US24527,24527,24527,Z5,80117690.000000000000000,679980.000000000000000,764,36.732364234821659,-79.345802472406149
765,24555,860Z200US24555,24555,24555,Z5,59187129.000000000000000,596324.000000000000000,765,37.667799506442122,-79.470068644252478
766,22969,860Z200US22969,22969,22969,Z5,117085375.000000000000000,551681.000000000000000,766,37.797000119859717,-78.693655413366571
767,23323,860Z200US23323,23323,23323,Z5,212167014.000000000000000,4497675.000000000000000,767,36.707910474089147,-76.379448305095138
768,23930,860Z200US23930,23930,23930,Z5,259849642.000000000000000,1046937.000000000000000,768,37.174662521758023,-78.096086300042657
769,24431,860Z200US24431,24431,24431,Z5,38654009.000000000000000,366502.000000000000000,769,38.168973479542501,-78.839258828132358
770,22730,860Z200US22730,22730,22730,Z5,10451278.000000000000000,58577.000000000000000,770,38.367815808852527,-78.166352992596501
771,23959,860Z200US23959,23959,23959,Z5,138330963.000000000000000,45222.000000000000000,771,37.104710391371498,-78.796542314276337
772,22125,860Z200US22125,22125,22125,Z5,392540.000000000000000,63195.000000000000000,772,38.682135097157072,-77.260714020335740
773,22637,860Z200US22637,22637,22637,Z5,109175866.000000000000000,435630.000000000000000,773,39.250568455070209,-78.360503201761333
774,23081,860Z200US23081,23081,23081,Z5,7753698.000000000000000,14654483.000000000000000,774,37.207587216277034,-76.761711904580693
775,24078,860Z200US24078,24078,24078,Z5,17904855.000000000000000,59377.000000000000000,775,36.723765007349243,-79.913031185740579
776,24520,860Z200US24520,24520,24520,Z5,245398404.000000000000000,1732585.000000000000000,776,36.584864473616619,-79.037523100210876
777,24250,860Z200US24250,24250,24250,Z5,149006048.000000000000000,1022977.000000000000000,777,36.757516620395791,-82.587056477174656
778,24486,860Z200US24486,24486,24486,Z5,62672830.000000000000000,646004.000000000000000,778,38.293658359545702,-78.929248173864096
779,23426,860Z200US23426,23426,23426,Z5,10346779.000000000000000,19379740.000000000000000,779,37.927057081219402,-75.675062632134711
780,23126,860Z200US23126,23126,23126,Z5,57532969.000000000000000,285505.000000000000000,780,37.922844056008444,-77.144799176940410
781,22535,860Z200US22535,22535,22535,Z5,111839960.000000000000000,5824949.000000000000000,781,38.123147111849789,-77.196174350865533
782,23856,860Z200US23856,23856,23856,Z5,132566407.000000000000000,773047.000000000000000,782,36.787341585645720,-77.702941521633875
783,23224,860Z200US23224,23224,23224,Z5,29943432.000000000000000,1081854.000000000000000,783,37.498499938721238,-77.465642819160735
784,23226,860Z200US23226,23226,23226,Z5,14577587.000000000000000,1546096.000000000000000,784,37.577745978793928,-77.519811689357937
785,23866,860Z200US23866,23866,23866,Z5,216617497.000000000000000,2308987.000000000000000,785,36.920127171032163,-76.866937402539065
786,20117,860Z200US20117,20117,20117,Z5,125890617.000000000000000,1396437.000000000000000,786,38.994737115625412,-77.738509280478866
787,23827,860Z200US23827,23827,23827,Z5,108419475.000000000000000,201474.000000000000000,787,36.614909150436972,-77.207242186777478
788,23509,860Z200US23509,23509,23509,Z5,6588934.000000000000000,1061576.000000000000000,788,36.882147549170099,-76.262023058417356
789,22209,860Z200US22209,22209,22209,Z5,1939192.000000000000000,0.000000000000000,789,38.894144872687775,-77.073072050134954
790,24603,860Z200US24603,24603,24603,Z5,51608645.000000000000000,308820.000000000000000,790,37.356072019308272,-82.191398042385686
791,24479,860Z200US24479,24479,24479,Z5,158646537.000000000000000,437695.000000000000000,791,38.153535398939539,-79.239930181132934
792,22448,860Z200US22448,22448,22448,Z5,10615543.000000000000000,514556.000000000000000,792,38.339959224838424,-77.032377407391380
793,22980,860Z200US22980,22980,22980,Z5,193020636.000000000000000,1044932.000000000000000,793,38.095876309344249,-78.885848831758153
794,23602,860Z200US23602,23602,23602,Z5,34064099.000000000000000,2486268.000000000000000,794,37.115107261990602,-76.516254566894702
795,22732,860Z200US22732,22732,22732,Z5,10365481.000000000000000,0.000000000000000,795,38.308860765611882,-78.191529244379069
796,24352,860Z200US24352,24352,24352,Z5,76605069.000000000000000,277685.000000000000000,796,36.715465202856876,-80.534365862594427
797,23192,860Z200US23192,23192,23192,Z5,175998122.000000000000000,2465404.000000000000000,797,37.817323289038598,-77.682099658572326
798,23883,860Z200US23883,23883,23883,Z5,134864338.000000000000000,45207372.000000000000000,798,37.125459924635891,-76.750195851956960
799,20175,860Z200US20175,20175,20175,Z5,152835418.000000000000000,1950450.000000000000000,799,39.064096638649005,-77.599397737915240
800,24330,860Z200US24330,24330,24330,Z5,110779746.000000000000000,1196089.000000000000000,800,36.723752740596581,-81.024715073941479
801,20166,860Z200US20166,20166,20166,Z5,70417218.000000000000000,881440.000000000000000,801,38.971459427110915,-77.463694880414380
802,23321,860Z200US23321,23321,23321,Z5,69041238.000000000000000,2058573.000000000000000,802,36.800665248602400,-76.421894127511962
803,24656,860Z200US24656,24656,24656,Z5,180620506.000000000000000,389040.000000000000000,803,37.174293336568269,-82.123635023737336
804,22654,860Z200US22654,22654,22654,Z5,107480993.000000000000000,100165.000000000000000,804,39.068632131967377,-78.458594690892255
805,22192,860Z200US22192,22192,22192,Z5,49736817.000000000000000,1799159.000000000000000,805,38.683582180972905,-77.318211600684776
806,24017,860Z200US24017,24017,24017,Z5,23373995.000000000000000,88090.000000000000000,806,37.294706079821765,-79.991800995219705
807,22202,860Z200US22202,22202,22202,Z5,10156729.000000000000000,264761.000000000000000,807,38.856896359179700,-77.051748958947258
808,24281,860Z200US24281,24281,24281,Z5,135422602.000000000000000,238721.000000000000000,808,36.650513457729915,-83.329497154969715
809,23966,860Z200US23966,23966,23966,Z5,154072068.000000000000000,3159117.000000000000000,809,37.291771681018304,-78.274178750748717
810,23354,860Z200US23354,23354,23354,Z5,16379794.000000000000000,1475878.000000000000000,810,37.478060298344133,-75.902245536302416
811,22310,860Z200US22310,22310,22310,Z5,17463379.000000000000000,31326.000000000000000,811,38.784465769179974,-77.122288686573597
812,23438,860Z200US23438,23438,23438,Z5,102838548.000000000000000,0.000000000000000,812,36.581156668645406,-76.697495412783042
813,24604,860Z200US24604,24604,24604,Z5,9750998.000000000000000,3413.000000000000000,813,37.210877614410435,-81.543759739820075
814,23161,860Z200US23161,23161,23161,Z5,24110223.000000000000000,352978.000000000000000,814,37.721510579449728,-76.930387621591422
815,22643,860Z200US22643,22643,22643,Z5,54955722.000000000000000,108753.000000000000000,815,38.903399374981234,-78.008012682039634
816,23693,860Z200US23693,23693,23693,Z5,35375101.000000000000000,2399547.000000000000000,816,37.126689047861305,-76.447549909500708
817,22742,860Z200US22742,22742,22742,Z5,51705072.000000000000000,254614.000000000000000,817,38.458898930741100,-77.711787247883137
818,24646,860Z200US24646,24646,24646,Z5,32710644.000000000000000,4812.000000000000000,818,37.137511164708542,-82.029762691395035
819,24220,860Z200US24220,24220,24220,Z5,58154483.000000000000000,106250.000000000000000,819,37.119570136852360,-82.226406140530912
820,23084,860Z200US23084,23084,23084,Z5,101111245.000000000000000,326792.000000000000000,820,37.886400745997662,-78.111623566874073
821,24139,860Z200US24139,24139,24139,Z5,63017744.000000000000000,6225999.000000000000000,821,37.010915669622534,-79.475199857487382
822,22832,860Z200US22832,22832,22832,Z5,53921693.000000000000000,58766.000000000000000,822,38.457801324371701,-78.756905383076912
823,24064,860Z200US24064,24064,24064,Z5,89157141.000000000000000,40289.000000000000000,823,37.372369822109647,-79.775896079640347
824,24072,860Z200US24072,24072,24072,Z5,77623860.000000000000000,15307.000000000000000,824,37.038090504573177,-80.231129233727131
825,23408,860Z200US23408,23408,23408,Z5,2767587.000000000000000,29107.000000000000000,825,37.453266961700990,-75.845838228351511
826,23415,860Z200US23415,23415,23415,Z5,81803090.000000000000000,1678967.000000000000000,826,37.974587017576880,-75.534421277120202
827,23409,860Z200US23409,23409,23409,Z5,20446944.000000000000000,12662395.000000000000000,827,37.880173912096438,-75.647088204556951
828,23681,860Z200US23681,23681,23681,Z5,3069732.000000000000000,32972.000000000000000,828,37.097033084109569,-76.383900268482591
829,23303,860Z200US23303,23303,23303,Z5,14636606.000000000000000,603768.000000000000000,829,37.903459038903577,-75.505616790582394
830,21716,860Z200US21716,21716,21716,Z5,7072076.000000000000000,787125.000000000000000,830,39.317975691125298,-77.626185926439291
831,24269,860Z200US24269,24269,24269,Z5,19894466.000000000000000,28839.000000000000000,831,37.080249382103375,-82.378906496537525
832,23123,860Z200US23123,23123,23123,Z5,111914174.000000000000000,1062696.000000000000000,832,37.652385710232409,-78.303088627038449
833,23502,860Z200US23502,23502,23502,Z5,25656644.000000000000000,2561163.000000000000000,833,36.862735935515047,-76.209824336623797
834,23079,860Z200US23079,23079,23079,Z5,55642003.000000000000000,15601545.000000000000000,834,37.724805242168259,-76.689412410554269
835,22719,860Z200US22719,22719,22719,Z5,49404882.000000000000000,42253.000000000000000,835,38.528881350294114,-78.283369919186384
836,23922,860Z200US23922,23922,23922,Z5,190307658.000000000000000,613425.000000000000000,836,37.179884109663988,-78.212203436039715
837,22940,860Z200US22940,22940,22940,Z5,90658812.000000000000000,420011.000000000000000,837,38.205580705385273,-78.597046329824252
838,24228,860Z200US24228,24228,24228,Z5,239288881.000000000000000,4944105.000000000000000,838,37.170458346775320,-82.449622117166939
839,24430,860Z200US24430,24430,24430,Z5,61208345.000000000000000,65127.000000000000000,839,38.076000854156121,-79.341808165014754
840,23704,860Z200US23704,23704,23704,Z5,11707951.000000000000000,1301182.000000000000000,840,36.826032815861822,-76.312296981920156
841,22939,860Z200US22939,22939,22939,Z5,45775960.000000000000000,143481.000000000000000,841,38.105753716261063,-78.972881325312869
842,24248,860Z200US24248,24248,24248,Z5,141739134.000000000000000,254423.000000000000000,842,36.627080875382148,-83.507673815494172
843,22301,860Z200US22301,22301,22301,Z5,3594846.000000000000000,0.000000000000000,843,38.819956411159524,-77.059333419301822
844,23169,860Z200US23169,23169,23169,Z5,22630951.000000000000000,22778458.000000000000000,844,37.589404422875873,-76.462358524026627
845,24317,860Z200US24317,24317,24317,Z5,100759234.000000000000000,160457.000000000000000,845,36.601376670297157,-80.668762199415937
846,24322,860Z200US24322,24322,24322,Z5,45936800.000000000000000,184819.000000000000000,846,36.805342463384022,-81.119500819806944
847,22968,860Z200US22968,22968,22968,Z5,96045326.000000000000000,704907.000000000000000,847,38.241106413730051,-78.394066166720165
848,22976,860Z200US22976,22976,22976,Z5,49945930.000000000000000,248833.000000000000000,848,37.845551624008294,-79.040366572159542
849,24061,860Z200US24061,24061,24061,Z5,2810084.000000000000000,27126.000000000000000,849,37.225403665546764,-80.426616784237183
850,23707,860Z200US23707,23707,23707,Z5,10098498.000000000000000,4016737.000000000000000,850,36.838361845722659,-76.340911272637072
851,24515,860Z200US24515,24515,24515,Z5,1743334.000000000000000,1104.000000000000000,851,37.352609340748529,-79.178271127410540
852,23398,860Z200US23398,23398,23398,Z5,3345516.000000000000000,0.000000000000000,852,37.520539780586432,-75.939709802565289
853,22529,860Z200US22529,22529,22529,Z5,19816935.000000000000000,8577.000000000000000,853,38.010363922756881,-76.679415062854844
854,22043,860Z200US22043,22043,22043,Z5,12101845.000000000000000,14400.000000000000000,854,38.900762919773001,-77.197462477711156
855,22046,860Z200US22046,22046,22046,Z5,7054820.000000000000000,32.000000000000000,855,38.886973779416451,-77.180262053251113
856,23071,860Z200US23071,23071,23071,Z5,31599899.000000000000000,8981429.000000000000000,856,37.543255483653695,-76.452282535110896
857,23420,860Z200US23420,23420,23420,Z5,92327224.000000000000000,10698274.000000000000000,857,37.582760829648635,-75.811666468232886
858,20136,860Z200US20136,20136,20136,Z5,35831699.000000000000000,583164.000000000000000,858,38.737404032470181,-77.554744775950610
859,24595,860Z200US24595,24595,24595,Z5,3906579.000000000000000,56145.000000000000000,859,37.559036807602638,-79.084205864409057
860,22025,860Z200US22025,22025,22025,Z5,24947743.000000000000000,417741.000000000000000,860,38.598734434746405,-77.349113111980500
861,24467,860Z200US24467,24467,24467,Z5,62774895.000000000000000,431463.000000000000000,861,38.259203533316452,-78.972479340948780
862,23508,860Z200US23508,23508,23508,Z5,8651695.000000000000000,5973232.000000000000000,862,36.885118680782568,-76.304700931103071
863,23359,860Z200US23359,23359,23359,Z5,34139509.000000000000000,33280.000000000000000,863,37.886427068254648,-75.604224859289786
864,23518,860Z200US23518,23518,23518,Z5,15881556.000000000000000,2121451.000000000000000,864,36.916385111783541,-76.215877848683704
865,22841,860Z200US22841,22841,22841,Z5,77855015.000000000000000,903010.000000000000000,865,38.338878364744801,-78.894141452466044
866,22737,860Z200US22737,22737,22737,Z5,107359316.000000000000000,985597.000000000000000,866,38.590233752285883,-78.002034979230871
867,24657,860Z200US24657,24657,24657,Z5,41559763.000000000000000,117686.000000000000000,867,37.223619664216187,-81.847370469571501
868,24539,860Z200US24539,24539,24539,Z5,25884224.000000000000000,11132.000000000000000,868,36.853763343703406,-78.907282463115166
869,24549,860Z200US24549,24549,24549,Z5,133367534.000000000000000,304523.000000000000000,869,36.715839248882276,-79.506319823101308
870,23233,860Z200US23233,23233,23233,Z5,33380235.000000000000000,375594.000000000000000,870,37.644558735996895,-77.628224280326265
871,23872,860Z200US23872,23872,23872,Z5,258184503.000000000000000,452096.000000000000000,871,36.983506073846286,-77.726288342832731
872,23876,860Z200US23876,23876,23876,Z5,93340006.000000000000000,158451.000000000000000,872,36.956350450213165,-77.833428953383475
873,22443,860Z200US22443,22443,22443,Z5,153489630.000000000000000,15077634.000000000000000,873,38.180780971864408,-76.997756833411074
874,23844,860Z200US23844,23844,23844,Z5,112130929.000000000000000,501822.000000000000000,874,36.670329951566089,-77.335770054244563
875,24013,860Z200US24013,24013,24013,Z5,5643049.000000000000000,71353.000000000000000,875,37.266903972240584,-79.922194892480263
876,23967,860Z200US23967,23967,23967,Z5,107477137.000000000000000,185430.000000000000000,876,36.918140595612044,-78.628595383570030
877,23968,860Z200US23968,23968,23968,Z5,91597996.000000000000000,479304.000000000000000,877,36.721224610527429,-78.519217540357147
878,24421,860Z200US24421,24421,24421,Z5,192932937.000000000000000,548044.000000000000000,878,38.263892110132815,-79.200188810764985
879,23294,860Z200US23294,23294,23294,Z5,10989192.000000000000000,24020.000000000000000,879,37.630486400926713,-77.542050847068879
880,23934,860Z200US23934,23934,23934,Z5,105092393.000000000000000,940185.000000000000000,880,37.176114863010582,-78.623721800920350
881,22302,860Z200US22302,22302,22302,Z5,5872766.000000000000000,4031.000000000000000,881,38.827992040700167,-77.084332662922009
882,23238,860Z200US23238,23238,23238,Z5,54874029.000000000000000,3477859.000000000000000,882,37.595957958892768,-77.641381445497245
883,23307,860Z200US23307,23307,23307,Z5,21733874.000000000000000,463279.000000000000000,883,37.432824185387915,-75.870950862092570
884,23887,860Z200US23887,23887,23887,Z5,50405142.000000000000000,1960178.000000000000000,884,36.567618468817329,-77.816578608016300
885,23937,860Z200US23937,23937,23937,Z5,174563824.000000000000000,762330.000000000000000,885,36.945461600972180,-78.524623386759856
886,23889,860Z200US23889,23889,23889,Z5,79674762.000000000000000,198940.000000000000000,886,36.897194057759634,-77.743954744715666
887,23350,860Z200US23350,23350,23350,Z5,85163490.000000000000000,15327281.000000000000000,887,37.514884768917000,-75.874275532489776
888,24263,860Z200US24263,24263,24263,Z5,307429535.000000000000000,1712089.000000000000000,888,36.671638701664790,-83.150794669838092
889,23888,860Z200US23888,23888,23888,Z5,224423891.000000000000000,1812668.000000000000000,889,36.953840088049674,-76.978011988562400
890,24378,860Z200US24378,24378,24378,Z5,212857948.000000000000000,85429.000000000000000,890,36.691262152426418,-81.429439890838239
891,22715,860Z200US22715,22715,22715,Z5,18700920.000000000000000,54613.000000000000000,891,38.410321083651127,-78.185414459709534
892,22736,860Z200US22736,22736,22736,Z5,62816714.000000000000000,991669.000000000000000,892,38.396312218234357,-77.696701853507705
893,23601,860Z200US23601,23601,23601,Z5,19259119.000000000000000,22396771.000000000000000,893,37.058575575102736,-76.464133015925881
894,24563,860Z200US24563,24563,24563,Z5,178030094.000000000000000,1324199.000000000000000,894,37.061056284819756,-79.273853275108536
895,24592,860Z200US24592,24592,24592,Z5,325072800.000000000000000,3601242.000000000000000,895,36.678083553713066,-78.954737528214309
896,24602,860Z200US24602,24602,24602,Z5,137741848.000000000000000,6299.000000000000000,896,37.183822356016947,-81.657647200158124
897,23487,860Z200US23487,23487,23487,Z5,247024383.000000000000000,3528909.000000000000000,897,36.851978793786373,-76.723016787494714
898,24641,860Z200US24641,24641,24641,Z5,50118331.000000000000000,144238.000000000000000,898,37.117967223908295,-81.808034341811378
899,23696,860Z200US23696,23696,23696,Z5,14506599.000000000000000,5245425.000000000000000,899,37.192488307789233,-76.425881984965599
900,23701,860Z200US23701,23701,23701,Z5,19997468.000000000000000,2083102.000000000000000,900,36.811273065999274,-76.369865953151191
901,20119,860Z200US20119,20119,20119,Z5,168107112.000000000000000,1090712.000000000000000,901,38.621594861213907,-77.628187427907449
902,22851,860Z200US22851,22851,22851,Z5,142414863.000000000000000,1101325.000000000000000,902,38.560609181168843,-78.510601941626248
903,22433,860Z200US22433,22433,22433,Z5,9689493.000000000000000,35016.000000000000000,903,38.358750750546733,-77.860944827441813
904,23416,860Z200US23416,23416,23416,Z5,18045983.000000000000000,3594.000000000000000,904,37.933708542615193,-75.556993661528224
905,23703,860Z200US23703,23703,23703,Z5,36095329.000000000000000,26033925.000000000000000,905,36.881871630871103,-76.374564105948707
